"features" "activities" "subjects" "mean"
"TimeOfBodyGyroJerk-mean-X" "WALKING_DOWNSTAIRS" 16 -0.807450817868852
"TimeOfBodyGyroJerk-mean-X" "WALKING_DOWNSTAIRS" 17 -0.983758576666667
"TimeOfBodyGyroJerk-mean-X" "SITTING" 17 -0.747601193471875
"TimeOfBodyGyroJerk-mean-X" "SITTING" 19 -0.655240178701389
"TimeOfBodyGyroJerk-mean-X" "SITTING" 21 -0.781559286568627
"TimeOfBodyGyroJerk-mean-X" "SITTING" 22 -0.77250208030303
"TimeOfBodyGyroJerk-mean-X" "STANDING" 22 -0.64651114796748
"TimeOfBodyGyroJerk-mean-X" "STANDING" 23 -0.551136607708387
"TimeOfBodyGyroJerk-mean-X" "STANDING" 25 -0.734501364694376
"TimeOfBodyGyroJerk-mean-X" "STANDING" 26 -0.774578088877551
"TimeOfBodyGyroJerk-mean-X" "STANDING" 27 -0.976765282051282
"TimeOfBodyGyroJerk-mean-X" "LAYING" 27 -0.726019979033557
"TimeOfBodyGyroJerk-mean-X" "LAYING" 28 -0.735457688019895
"TimeOfBodyGyroJerk-mean-X" "LAYING" 29 -0.701149027537791
"TimeOfBodyGyroJerk-mean-X" "LAYING" 30 -0.637255724762402
"TimeOfBodyGyroJerk-mean-Y" "WALKING" 1 -0.69259727142219
"TimeOfBodyGyroJerk-mean-Y" "WALKING" 3 -0.772826203607038
"TimeOfBodyGyroJerk-mean-Y" "WALKING" 5 -0.743857712970199
"TimeOfBodyGyroJerk-mean-Y" "WALKING" 6 -0.766653593127119
"TimeOfBodyGyroJerk-mean-Y" "WALKING_UPSTAIRS" 6 -0.521141407853933
"TimeOfBodyGyroJerk-mean-Y" "WALKING_UPSTAIRS" 7 -0.743166703597403
"TimeOfBodyGyroJerk-mean-Y" "WALKING_UPSTAIRS" 8 -0.634895616212811
"TimeOfBodyGyroJerk-mean-Y" "WALKING_UPSTAIRS" 11 -0.75221932311076
"TimeOfBodyGyroJerk-mean-Y" "WALKING_UPSTAIRS" 14 -0.952916093544304
"TimeOfBodyGyroJerk-mean-Y" "WALKING_DOWNSTAIRS" 14 -0.539328981997295
"TimeOfBodyGyroJerk-mean-Y" "WALKING_DOWNSTAIRS" 15 -0.740510097194817
"TimeOfBodyGyroJerk-mean-Y" "WALKING_DOWNSTAIRS" 16 -0.76992115257377
"TimeOfBodyGyroJerk-mean-Y" "WALKING_DOWNSTAIRS" 17 -0.978570465
"TimeOfBodyGyroJerk-mean-Y" "SITTING" 17 -0.740925790097813
"TimeOfBodyGyroJerk-mean-Y" "SITTING" 19 -0.71450011265325
"TimeOfBodyGyroJerk-mean-Y" "SITTING" 21 -0.786199293083333
"TimeOfBodyGyroJerk-mean-Y" "SITTING" 22 -0.824772996616162
"TimeOfBodyGyroJerk-mean-Y" "STANDING" 22 -0.693713779170732
"TimeOfBodyGyroJerk-mean-Y" "STANDING" 23 -0.710903609557312
"TimeOfBodyGyroJerk-mean-Y" "STANDING" 25 -0.73300209196577
"TimeOfBodyGyroJerk-mean-Y" "STANDING" 26 -0.776902923813776
"TimeOfBodyGyroJerk-mean-Y" "STANDING" 27 -0.958089922692308
"TimeOfBodyGyroJerk-mean-Y" "LAYING" 27 -0.736367797308725
"TimeOfBodyGyroJerk-mean-Y" "LAYING" 28 -0.771573643939712
"TimeOfBodyGyroJerk-mean-Y" "LAYING" 29 -0.726450912982558
"TimeOfBodyGyroJerk-mean-Y" "LAYING" 30 -0.660263364515901
"TimeOfBodyGyroJerk-mean-Z" "WALKING" 1 -0.475404785802305
"TimeOfBodyGyroJerk-mean-Z" "WALKING" 3 -0.643150121648094
"TimeOfBodyGyroJerk-mean-Z" "WALKING" 5 -0.602770284825828
"TimeOfBodyGyroJerk-mean-Z" "WALKING" 6 -0.690488145614407
"TimeOfBodyGyroJerk-mean-Z" "WALKING_UPSTAIRS" 6 -0.175624994910562
"TimeOfBodyGyroJerk-mean-Z" "WALKING_UPSTAIRS" 7 -0.581899897967532
"TimeOfBodyGyroJerk-mean-Z" "WALKING_UPSTAIRS" 8 -0.476214943826192
"TimeOfBodyGyroJerk-mean-Z" "WALKING_UPSTAIRS" 11 -0.628367851066456
"TimeOfBodyGyroJerk-mean-Z" "WALKING_UPSTAIRS" 14 -0.945647504556962
"TimeOfBodyGyroJerk-mean-Z" "WALKING_DOWNSTAIRS" 14 -0.245124405807746
"TimeOfBodyGyroJerk-mean-Z" "WALKING_DOWNSTAIRS" 15 -0.617721779796037
"TimeOfBodyGyroJerk-mean-Z" "WALKING_DOWNSTAIRS" 16 -0.718168775628415
"TimeOfBodyGyroJerk-mean-Z" "WALKING_DOWNSTAIRS" 17 -0.979459900833333
"TimeOfBodyGyroJerk-mean-Z" "SITTING" 17 -0.630693906651719
"TimeOfBodyGyroJerk-mean-Z" "SITTING" 19 -0.548919668132222
"TimeOfBodyGyroJerk-mean-Z" "SITTING" 21 -0.693779224517157
"TimeOfBodyGyroJerk-mean-Z" "SITTING" 22 -0.704296113121212
"TimeOfBodyGyroJerk-mean-Z" "STANDING" 22 -0.530408052165854
"TimeOfBodyGyroJerk-mean-Z" "STANDING" 23 -0.544207964433387
"TimeOfBodyGyroJerk-mean-Z" "STANDING" 25 -0.625733064258924
"TimeOfBodyGyroJerk-mean-Z" "STANDING" 26 -0.694597662936224
"TimeOfBodyGyroJerk-mean-Z" "STANDING" 27 -0.966683888076923
"TimeOfBodyGyroJerk-mean-Z" "LAYING" 27 -0.622646577775503
"TimeOfBodyGyroJerk-mean-Z" "LAYING" 28 -0.648538641430367
"TimeOfBodyGyroJerk-mean-Z" "LAYING" 29 -0.602228993700349
"TimeOfBodyGyroJerk-mean-Z" "LAYING" 30 -0.510032754098198
"TimeOfBodyGyroJerk-std-X" "WALKING" 1 -0.758090397002882
"TimeOfBodyGyroJerk-std-X" "WALKING" 3 -0.877937529706745
"TimeOfBodyGyroJerk-std-X" "WALKING" 5 -0.858704104205298
"TimeOfBodyGyroJerk-std-X" "WALKING" 6 -0.885764252584746
"TimeOfBodyGyroJerk-std-X" "WALKING_UPSTAIRS" 6 -0.559254910303371
"TimeOfBodyGyroJerk-std-X" "WALKING_UPSTAIRS" 7 -0.835049475876623
"TimeOfBodyGyroJerk-std-X" "WALKING_UPSTAIRS" 8 -0.723764031779359
"TimeOfBodyGyroJerk-std-X" "WALKING_UPSTAIRS" 11 -0.866482671487342
"TimeOfBodyGyroJerk-std-X" "WALKING_UPSTAIRS" 14 -0.994393569620253
"TimeOfBodyGyroJerk-std-X" "WALKING_DOWNSTAIRS" 14 -0.542580330485246
"TimeOfBodyGyroJerk-std-X" "WALKING_DOWNSTAIRS" 15 -0.846444567591463
"TimeOfBodyGyroJerk-std-X" "WALKING_DOWNSTAIRS" 16 -0.913509312896175
"TimeOfBodyGyroJerk-std-X" "WALKING_DOWNSTAIRS" 17 -0.999270879166667
"TimeOfBodyGyroJerk-std-X" "SITTING" 17 -0.8668402296875
"TimeOfBodyGyroJerk-std-X" "SITTING" 19 -0.733597763276944
"TimeOfBodyGyroJerk-std-X" "SITTING" 21 -0.886792217622549
"TimeOfBodyGyroJerk-std-X" "SITTING" 22 -0.884107670707071
"TimeOfBodyGyroJerk-std-X" "STANDING" 22 -0.805810632113821
"TimeOfBodyGyroJerk-std-X" "STANDING" 23 -0.762533087346774
"TimeOfBodyGyroJerk-std-X" "STANDING" 25 -0.873310542200489
"TimeOfBodyGyroJerk-std-X" "STANDING" 26 -0.897967445102041
"TimeOfBodyGyroJerk-std-X" "STANDING" 27 -0.997586240128205
"TimeOfBodyGyroJerk-std-X" "LAYING" 27 -0.862912033489933
"TimeOfBodyGyroJerk-std-X" "LAYING" 28 -0.868342430602094
"TimeOfBodyGyroJerk-std-X" "LAYING" 29 -0.815342981613372
"TimeOfBodyGyroJerk-std-X" "LAYING" 30 -0.770727774543081
"TimeOfBodyGyroJerk-std-Y" "WALKING" 1 -0.452758051199971
"TimeOfBodyGyroJerk-std-Y" "WALKING" 3 -0.680015129508798
"TimeOfBodyGyroJerk-std-Y" "WALKING" 5 -0.660578821377483
"TimeOfBodyGyroJerk-std-Y" "WALKING" 6 -0.731590768438559
"TimeOfBodyGyroJerk-std-Y" "WALKING_UPSTAIRS" 6 -0.207800561197753
"TimeOfBodyGyroJerk-std-Y" "WALKING_UPSTAIRS" 7 -0.625993897937987
"TimeOfBodyGyroJerk-std-Y" "WALKING_UPSTAIRS" 8 -0.553315084236299
"TimeOfBodyGyroJerk-std-Y" "WALKING_UPSTAIRS" 11 -0.683270890537658
"TimeOfBodyGyroJerk-std-Y" "WALKING_UPSTAIRS" 14 -0.948328968860759
"TimeOfBodyGyroJerk-std-Y" "WALKING_DOWNSTAIRS" 14 -0.33036394007377
"TimeOfBodyGyroJerk-std-Y" "WALKING_DOWNSTAIRS" 15 -0.667581539893293
"TimeOfBodyGyroJerk-std-Y" "WALKING_DOWNSTAIRS" 16 -0.777398198745355
"TimeOfBodyGyroJerk-std-Y" "WALKING_DOWNSTAIRS" 17 -0.9805279
"TimeOfBodyGyroJerk-std-Y" "SITTING" 17 -0.68765785995625
"TimeOfBodyGyroJerk-std-Y" "SITTING" 19 -0.575084820376417
"TimeOfBodyGyroJerk-std-Y" "SITTING" 21 -0.750735677676471
"TimeOfBodyGyroJerk-std-Y" "SITTING" 22 -0.725570391787879
"TimeOfBodyGyroJerk-std-Y" "STANDING" 22 -0.550256431088618
"TimeOfBodyGyroJerk-std-Y" "STANDING" 23 -0.600298490921505
"TimeOfBodyGyroJerk-std-Y" "STANDING" 25 -0.663095593481296
"TimeOfBodyGyroJerk-std-Y" "STANDING" 26 -0.73727586297449
"TimeOfBodyGyroJerk-std-Y" "STANDING" 27 -0.969278897948718
"TimeOfBodyGyroJerk-std-Y" "LAYING" 27 -0.701344309590604
"TimeOfBodyGyroJerk-std-Y" "LAYING" 28 -0.694523986434031
"TimeOfBodyGyroJerk-std-Y" "LAYING" 29 -0.656476646685901
"TimeOfBodyGyroJerk-std-Y" "LAYING" 30 -0.525211605343864
"TimeOfBodyGyroJerk-std-Z" "WALKING" 1 0.157222927766571
"TimeOfBodyGyroJerk-std-Z" "WALKING" 3 0.421044472834604
"TimeOfBodyGyroJerk-std-Z" "WALKING" 5 0.404535660337748
"TimeOfBodyGyroJerk-std-Z" "WALKING" 6 0.335716585919068
"TimeOfBodyGyroJerk-std-Z" "WALKING_UPSTAIRS" 6 0.315913273122472
"TimeOfBodyGyroJerk-std-Z" "WALKING_UPSTAIRS" 7 0.376802062107143
"TimeOfBodyGyroJerk-std-Z" "WALKING_UPSTAIRS" 8 -0.0274025698758007
"TimeOfBodyGyroJerk-std-Z" "WALKING_UPSTAIRS" 11 0.265467050037975
"TimeOfBodyGyroJerk-std-Z" "WALKING_UPSTAIRS" 14 -0.055335627721519
"TimeOfBodyGyroJerk-std-Z" "WALKING_DOWNSTAIRS" 14 0.091466354170082
"TimeOfBodyGyroJerk-std-Z" "WALKING_DOWNSTAIRS" 15 0.194026595288415
"TimeOfBodyGyroJerk-std-Z" "WALKING_DOWNSTAIRS" 16 0.218494063039891
"TimeOfBodyGyroJerk-std-Z" "WALKING_DOWNSTAIRS" 17 -0.346013167729167
"TimeOfBodyGyroJerk-std-Z" "SITTING" 17 0.206020926822187
"TimeOfBodyGyroJerk-std-Z" "SITTING" 19 -1.64281421666672e-05
"TimeOfBodyGyroJerk-std-Z" "SITTING" 21 0.189495746399975
"TimeOfBodyGyroJerk-std-Z" "SITTING" 22 0.179420134520202
"TimeOfBodyGyroJerk-std-Z" "STANDING" 22 0.323707805497236
"TimeOfBodyGyroJerk-std-Z" "STANDING" 23 0.196055459253763
"TimeOfBodyGyroJerk-std-Z" "STANDING" 25 0.378734233021516
"TimeOfBodyGyroJerk-std-Z" "STANDING" 26 0.228223967308163
"TimeOfBodyGyroJerk-std-Z" "STANDING" 27 -0.231458593020513
"TimeOfBodyGyroJerk-std-Z" "LAYING" 27 0.249895167872148
"TimeOfBodyGyroJerk-std-Z" "LAYING" 28 0.347213131032382
"TimeOfBodyGyroJerk-std-Z" "LAYING" 29 -0.000139088731395347
"TimeOfBodyGyroJerk-std-Z" "LAYING" 30 0.142545185710914
"TimeOfBodyAccMag-mean" "WALKING" 1 -0.102987500446311
"TimeOfBodyAccMag-mean" "WALKING" 3 -0.0902556417754545
"TimeOfBodyAccMag-mean" "WALKING" 5 -0.0533248742139073
"TimeOfBodyAccMag-mean" "WALKING" 6 -0.0272847761998729
"TimeOfBodyAccMag-mean" "WALKING_UPSTAIRS" 6 -0.0376509300337079
"TimeOfBodyAccMag-mean" "WALKING_UPSTAIRS" 7 -0.0574241475924351
"TimeOfBodyAccMag-mean" "WALKING_UPSTAIRS" 8 -0.0689634458633452
"TimeOfBodyAccMag-mean" "WALKING_UPSTAIRS" 11 -0.0146051318170886
"TimeOfBodyAccMag-mean" "WALKING_UPSTAIRS" 14 0.113583139024051
"TimeOfBodyAccMag-mean" "WALKING_DOWNSTAIRS" 14 0.0318688577471311
"TimeOfBodyAccMag-mean" "WALKING_DOWNSTAIRS" 15 0.00987918333597561
"TimeOfBodyAccMag-mean" "WALKING_DOWNSTAIRS" 16 -0.0392335657872951
"TimeOfBodyAccMag-mean" "WALKING_DOWNSTAIRS" 17 0.1069931509125
"TimeOfBodyAccMag-mean" "SITTING" 17 -0.002338369202
"TimeOfBodyAccMag-mean" "SITTING" 19 -0.0202084724265556
"TimeOfBodyAccMag-mean" "SITTING" 21 -0.0542999964705882
"TimeOfBodyAccMag-mean" "SITTING" 22 -0.0866150532626263
"TimeOfBodyAccMag-mean" "STANDING" 22 -0.164223638836585
"TimeOfBodyAccMag-mean" "STANDING" 23 -0.0193205348468548
"TimeOfBodyAccMag-mean" "STANDING" 25 -0.0506363358762592
"TimeOfBodyAccMag-mean" "STANDING" 26 0.0178192958752551
"TimeOfBodyAccMag-mean" "STANDING" 27 0.0931209048474359
"TimeOfBodyAccMag-mean" "LAYING" 27 -0.0585630242787248
"TimeOfBodyAccMag-mean" "LAYING" 28 -0.0358876146804188
"TimeOfBodyAccMag-mean" "LAYING" 29 -0.0358756833060174
"TimeOfBodyAccMag-mean" "LAYING" 30 -0.0778014623644909
"TimeOfBodyAccMag-std" "WALKING" 1 -0.888354333573487
"TimeOfBodyAccMag-std" "WALKING" 3 -0.928410088181818
"TimeOfBodyAccMag-std" "WALKING" 5 -0.92517125
"TimeOfBodyAccMag-std" "WALKING" 6 -0.950477613516949
"TimeOfBodyAccMag-std" "WALKING_UPSTAIRS" 6 -0.870539768314607
"TimeOfBodyAccMag-std" "WALKING_UPSTAIRS" 7 -0.878530703655195
"TimeOfBodyAccMag-std" "WALKING_UPSTAIRS" 8 -0.879576573185053
"TimeOfBodyAccMag-std" "WALKING_UPSTAIRS" 11 -0.930313473227848
"TimeOfBodyAccMag-std" "WALKING_UPSTAIRS" 14 -0.981473647594937
"TimeOfBodyAccMag-std" "WALKING_DOWNSTAIRS" 14 -0.834265979545082
"TimeOfBodyAccMag-std" "WALKING_DOWNSTAIRS" 15 -0.924996645457317
"TimeOfBodyAccMag-std" "WALKING_DOWNSTAIRS" 16 -0.910004371328415
"TimeOfBodyAccMag-std" "WALKING_DOWNSTAIRS" 17 -0.989564611666667
"TimeOfBodyAccMag-std" "SITTING" 17 -0.91766735390625
"TimeOfBodyAccMag-std" "SITTING" 19 -0.907623700052778
"TimeOfBodyAccMag-std" "SITTING" 21 -0.926256691078431
"TimeOfBodyAccMag-std" "SITTING" 22 -0.929443836868687
"TimeOfBodyAccMag-std" "STANDING" 22 -0.900169281626016
"TimeOfBodyAccMag-std" "STANDING" 23 -0.885709811374194
"TimeOfBodyAccMag-std" "STANDING" 25 -0.909616469202934
"TimeOfBodyAccMag-std" "STANDING" 26 -0.931406096607143
"TimeOfBodyAccMag-std" "STANDING" 27 -0.984727574615385
"TimeOfBodyAccMag-std" "LAYING" 27 -0.916019254966443
"TimeOfBodyAccMag-std" "LAYING" 28 -0.925557726937173
"TimeOfBodyAccMag-std" "LAYING" 29 -0.918885778895349
"TimeOfBodyAccMag-std" "LAYING" 30 -0.906718882193212
"TimeOfGravityAccMag-mean" "WALKING" 1 -0.76201543014121
"TimeOfGravityAccMag-mean" "WALKING" 3 -0.761233561982405
"TimeOfGravityAccMag-mean" "WALKING" 5 -0.73723563184106
"TimeOfGravityAccMag-mean" "WALKING" 6 -0.666211043262712
"TimeOfGravityAccMag-mean" "WALKING_UPSTAIRS" 6 -0.778905397752809
"TimeOfGravityAccMag-mean" "WALKING_UPSTAIRS" 7 -0.773146206931818
"TimeOfGravityAccMag-mean" "WALKING_UPSTAIRS" 8 -0.772471585932384
"TimeOfGravityAccMag-mean" "WALKING_UPSTAIRS" 11 -0.756022865193038
"TimeOfGravityAccMag-mean" "WALKING_UPSTAIRS" 14 -0.795835035367089
"TimeOfGravityAccMag-mean" "WALKING_DOWNSTAIRS" 14 -0.793495503168033
"TimeOfGravityAccMag-mean" "WALKING_DOWNSTAIRS" 15 -0.730920533792683
"TimeOfGravityAccMag-mean" "WALKING_DOWNSTAIRS" 16 -0.780010575177596
"TimeOfGravityAccMag-mean" "WALKING_DOWNSTAIRS" 17 -0.9206989246875
"TimeOfGravityAccMag-mean" "SITTING" 17 -0.8042338692875
"TimeOfGravityAccMag-mean" "SITTING" 19 -0.800179210113889
"TimeOfGravityAccMag-mean" "SITTING" 21 -0.789531940536765
"TimeOfGravityAccMag-mean" "SITTING" 22 -0.765070054176768
"TimeOfGravityAccMag-mean" "STANDING" 22 -0.825334380325203
"TimeOfGravityAccMag-mean" "STANDING" 23 -0.791536592497312
"TimeOfGravityAccMag-mean" "STANDING" 25 -0.773956935388753
"TimeOfGravityAccMag-mean" "STANDING" 26 -0.796412111857143
"TimeOfGravityAccMag-mean" "STANDING" 27 -0.665012407025641
"TimeOfGravityAccMag-mean" "LAYING" 27 -0.712275382838926
"TimeOfGravityAccMag-mean" "LAYING" 28 -0.76912683545288
"TimeOfGravityAccMag-mean" "LAYING" 29 -0.708927230813953
"TimeOfGravityAccMag-mean" "LAYING" 30 -0.770234985694517
"TimeOfGravityAccMag-std" "WALKING" 1 -0.781556195391931
"TimeOfGravityAccMag-std" "WALKING" 3 -0.791397849266862
"TimeOfGravityAccMag-std" "WALKING" 5 -0.679028697155629
"TimeOfGravityAccMag-std" "WALKING" 6 -0.696045197665254
"TimeOfGravityAccMag-std" "WALKING_UPSTAIRS" 6 -0.59775280858427
"TimeOfGravityAccMag-std" "WALKING_UPSTAIRS" 7 -0.824891773811688
"TimeOfGravityAccMag-std" "WALKING_UPSTAIRS" 8 -0.76156583611032
"TimeOfGravityAccMag-std" "WALKING_UPSTAIRS" 11 -0.762236286572785
"TimeOfGravityAccMag-std" "WALKING_UPSTAIRS" 14 -0.935864978987342
"TimeOfGravityAccMag-std" "WALKING_DOWNSTAIRS" 14 -0.84754098175
"TimeOfGravityAccMag-std" "WALKING_DOWNSTAIRS" 15 -0.798577234807927
"TimeOfGravityAccMag-std" "WALKING_DOWNSTAIRS" 16 -0.844626592896175
"TimeOfGravityAccMag-std" "WALKING_DOWNSTAIRS" 17 -0.984722222083333
"TimeOfGravityAccMag-std" "SITTING" 17 -0.874999999428125
"TimeOfGravityAccMag-std" "SITTING" 19 -0.79444444375
"TimeOfGravityAccMag-std" "SITTING" 21 -0.814052286806373
"TimeOfGravityAccMag-std" "SITTING" 22 -0.814814813737374
"TimeOfGravityAccMag-std" "STANDING" 22 -0.786991868593496
"TimeOfGravityAccMag-std" "STANDING" 23 -0.826164873728495
"TimeOfGravityAccMag-std" "STANDING" 25 -0.834066829550122
"TimeOfGravityAccMag-std" "STANDING" 26 -0.778741496489796
"TimeOfGravityAccMag-std" "STANDING" 27 -0.789743589615385
"TimeOfGravityAccMag-std" "LAYING" 27 -0.736465323110738
"TimeOfGravityAccMag-std" "LAYING" 28 -0.82914485089267
"TimeOfGravityAccMag-std" "LAYING" 29 -0.750581394787791
"TimeOfGravityAccMag-std" "LAYING" 30 -0.827502175509138
"TimeOfBodyAccJerkMag-mean" "WALKING" 1 -0.407213740707781
"TimeOfBodyAccJerkMag-mean" "WALKING" 3 -0.557156149923754
"TimeOfBodyAccJerkMag-mean" "WALKING" 5 -0.335102913231788
"TimeOfBodyAccJerkMag-mean" "WALKING" 6 -0.449556421699153
"TimeOfBodyAccJerkMag-mean" "WALKING_UPSTAIRS" 6 -0.752806939258427
"TimeOfBodyAccJerkMag-mean" "WALKING_UPSTAIRS" 7 -0.415472584264545
"TimeOfBodyAccJerkMag-mean" "WALKING_UPSTAIRS" 8 -0.470124576131673
"TimeOfBodyAccJerkMag-mean" "WALKING_UPSTAIRS" 11 -0.380367647836392
"TimeOfBodyAccJerkMag-mean" "WALKING_UPSTAIRS" 14 -0.425446738746835
"TimeOfBodyAccJerkMag-mean" "WALKING_DOWNSTAIRS" 14 -0.422831818315984
"TimeOfBodyAccJerkMag-mean" "WALKING_DOWNSTAIRS" 15 -0.522679370838415
"TimeOfBodyAccJerkMag-mean" "WALKING_DOWNSTAIRS" 16 -0.452495443992623
"TimeOfBodyAccJerkMag-mean" "WALKING_DOWNSTAIRS" 17 -0.4892755983125
"TimeOfBodyAccJerkMag-mean" "SITTING" 17 -0.41925914935875
"TimeOfBodyAccJerkMag-mean" "SITTING" 19 -0.577813276971667
"TimeOfBodyAccJerkMag-mean" "SITTING" 21 -0.443355285747304
"TimeOfBodyAccJerkMag-mean" "SITTING" 22 -0.437191013259596
"TimeOfBodyAccJerkMag-mean" "STANDING" 22 -0.528785994517073
"TimeOfBodyAccJerkMag-mean" "STANDING" 23 -0.549216500122043
"TimeOfBodyAccJerkMag-mean" "STANDING" 25 -0.336610039818851
"TimeOfBodyAccJerkMag-mean" "STANDING" 26 -0.609298316453316
"TimeOfBodyAccJerkMag-mean" "STANDING" 27 -0.515592761442308
"TimeOfBodyAccJerkMag-mean" "LAYING" 27 -0.619660035376846
"TimeOfBodyAccJerkMag-mean" "LAYING" 28 -0.54160359258534
"TimeOfBodyAccJerkMag-mean" "LAYING" 29 -0.538620325976802
"TimeOfBodyAccJerkMag-mean" "LAYING" 30 -0.393812416845953
"TimeOfBodyAccJerkMag-std" "WALKING" 1 -0.824915775907781
"TimeOfBodyAccJerkMag-std" "WALKING" 3 -0.851814594721408
"TimeOfBodyAccJerkMag-std" "WALKING" 5 -0.723324753722185
"TimeOfBodyAccJerkMag-std" "WALKING" 6 -0.813274572415508
"TimeOfBodyAccJerkMag-std" "WALKING_UPSTAIRS" 6 -0.522489000674157
"TimeOfBodyAccJerkMag-std" "WALKING_UPSTAIRS" 7 -0.830744962142857
"TimeOfBodyAccJerkMag-std" "WALKING_UPSTAIRS" 8 -0.820190381672598
"TimeOfBodyAccJerkMag-std" "WALKING_UPSTAIRS" 11 -0.801828280189873
"TimeOfBodyAccJerkMag-std" "WALKING_UPSTAIRS" 14 -0.996995868227848
"TimeOfBodyAccJerkMag-std" "WALKING_DOWNSTAIRS" 14 -0.812816599262295
"TimeOfBodyAccJerkMag-std" "WALKING_DOWNSTAIRS" 15 -0.737576942608841
"TimeOfBodyAccJerkMag-std" "WALKING_DOWNSTAIRS" 16 -0.834678012692896
"TimeOfBodyAccJerkMag-std" "WALKING_DOWNSTAIRS" 17 -0.999824602083333
"TimeOfBodyAccJerkMag-std" "SITTING" 17 -0.76724914635375
"TimeOfBodyAccJerkMag-std" "SITTING" 19 -0.748220218475
"TimeOfBodyAccJerkMag-std" "SITTING" 21 -0.841022824603922
"TimeOfBodyAccJerkMag-std" "SITTING" 22 -0.752353795808081
"TimeOfBodyAccJerkMag-std" "STANDING" 22 -0.628743991772358
"TimeOfBodyAccJerkMag-std" "STANDING" 23 -0.854678788602151
"TimeOfBodyAccJerkMag-std" "STANDING" 25 -0.901963153716381
"TimeOfBodyAccJerkMag-std" "STANDING" 26 -0.810542471686225
"TimeOfBodyAccJerkMag-std" "STANDING" 27 -0.999578239358974
"TimeOfBodyAccJerkMag-std" "LAYING" 27 -0.801685653604027
"TimeOfBodyAccJerkMag-std" "LAYING" 28 -0.836670424195812
"TimeOfBodyAccJerkMag-std" "LAYING" 29 -0.774817683227907
"TimeOfBodyAccJerkMag-std" "LAYING" 30 -0.832482189634465
"TimeOfBodyGyroMag-mean" "WALKING" 1 -0.933639972132565
"TimeOfBodyGyroMag-mean" "WALKING" 3 -0.956286248592375
"TimeOfBodyGyroMag-mean" "WALKING" 5 -0.943348906854305
"TimeOfBodyGyroMag-mean" "WALKING" 6 -0.940167285847458
"TimeOfBodyGyroMag-mean" "WALKING_UPSTAIRS" 6 -0.863672269101124
"TimeOfBodyGyroMag-mean" "WALKING_UPSTAIRS" 7 -0.944892478636364
"TimeOfBodyGyroMag-mean" "WALKING_UPSTAIRS" 8 -0.943256126960854
"TimeOfBodyGyroMag-mean" "WALKING_UPSTAIRS" 11 -0.947111481265823
"TimeOfBodyGyroMag-mean" "WALKING_UPSTAIRS" 14 -0.998906719620253
"TimeOfBodyGyroMag-mean" "WALKING_DOWNSTAIRS" 14 -0.935709040655738
"TimeOfBodyGyroMag-mean" "WALKING_DOWNSTAIRS" 15 -0.947487539420732
"TimeOfBodyGyroMag-mean" "WALKING_DOWNSTAIRS" 16 -0.963186599071038
"TimeOfBodyGyroMag-mean" "WALKING_DOWNSTAIRS" 17 -0.99983036875
"TimeOfBodyGyroMag-mean" "SITTING" 17 -0.95137940975
"TimeOfBodyGyroMag-mean" "SITTING" 19 -0.918220431591667
"TimeOfBodyGyroMag-mean" "SITTING" 21 -0.95875914372549
"TimeOfBodyGyroMag-mean" "SITTING" 22 -0.938133946550505
"TimeOfBodyGyroMag-mean" "STANDING" 22 -0.908773646260163
"TimeOfBodyGyroMag-mean" "STANDING" 23 -0.930173571962365
"TimeOfBodyGyroMag-mean" "STANDING" 25 -0.980060164547677
"TimeOfBodyGyroMag-mean" "STANDING" 26 -0.953312415127551
"TimeOfBodyGyroMag-mean" "STANDING" 27 -0.999733621410256
"TimeOfBodyGyroMag-mean" "LAYING" 27 -0.947745140402685
"TimeOfBodyGyroMag-mean" "LAYING" 28 -0.952312672225131
"TimeOfBodyGyroMag-mean" "LAYING" 29 -0.928336031104651
"TimeOfBodyGyroMag-mean" "LAYING" 30 -0.962318903342037
"TimeOfBodyGyroMag-std" "WALKING" 1 -0.818999470201729
"TimeOfBodyGyroMag-std" "WALKING" 3 -0.855077423964809
"TimeOfBodyGyroMag-std" "WALKING" 5 -0.746622108781457
"TimeOfBodyGyroMag-std" "WALKING" 6 -0.819570633792797
"TimeOfBodyGyroMag-std" "WALKING_UPSTAIRS" 6 -0.518931162108989
"TimeOfBodyGyroMag-std" "WALKING_UPSTAIRS" 7 -0.821540775571429
"TimeOfBodyGyroMag-std" "WALKING_UPSTAIRS" 8 -0.816951306085409
"TimeOfBodyGyroMag-std" "WALKING_UPSTAIRS" 11 -0.818923799781646
"TimeOfBodyGyroMag-std" "WALKING_UPSTAIRS" 14 -0.997636300126582
"TimeOfBodyGyroMag-std" "WALKING_DOWNSTAIRS" 14 -0.79947607647541
"TimeOfBodyGyroMag-std" "WALKING_DOWNSTAIRS" 15 -0.759616891782622
"TimeOfBodyGyroMag-std" "WALKING_DOWNSTAIRS" 16 -0.850982444445082
"TimeOfBodyGyroMag-std" "WALKING_DOWNSTAIRS" 17 -0.999851945
"TimeOfBodyGyroMag-std" "SITTING" 17 -0.780606506221875
"TimeOfBodyGyroMag-std" "SITTING" 19 -0.743845875483333
"TimeOfBodyGyroMag-std" "SITTING" 21 -0.848283227446078
"TimeOfBodyGyroMag-std" "SITTING" 22 -0.791400481393939
"TimeOfBodyGyroMag-std" "STANDING" 22 -0.677054492992683
